THEFT_ID,ART_DES_FAHRRADS,SCHADENSHOEHE,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR
7794,Fahrrad,1980,21.01.2023,9,21.01.2023,13,10300733
7795,Herrenfahrrad,2500,22.01.2023,13,22.01.2023,16,2400625
7796,Fahrrad,2200,22.01.2023,18,22.01.2023,19,2500728
7797,Herrenfahrrad,4713,22.01.2023,15,22.01.2023,17,1100102
7798,Herrenfahrrad,1500,17.01.2023,17,17.01.2023,18,1300733
7799,Damenfahrrad,1800,19.01.2023,22,20.01.2023,15,2100104
7800,Herrenfahrrad,1800,20.01.2023,10,20.01.2023,10,1100309
7801,Damenfahrrad,869,20.01.2023,22,21.01.2023,0,12500928
7802,Herrenfahrrad,400,20.01.2023,20,21.01.2023,8,3601245
7803,Damenfahrrad,770,20.01.2023,17,20.01.2023,20,9200715
7804,Fahrrad,599,21.01.2023,9,21.01.2023,18,1100102
7805,Herrenfahrrad,700,20.01.2023,9,21.01.2023,10,5100315
7806,Damenfahrrad,300,21.01.2023,12,21.01.2023,12,7100204
7807,Herrenfahrrad,499,19.01.2023,13,19.01.2023,18,5100313
7808,Herrenfahrrad,2299,20.01.2023,21,21.01.2023,1,3601347
7809,Herrenfahrrad,422,17.01.2023,20,20.01.2023,12,9100305
7810,Herrenfahrrad,8900,20.01.2023,12,21.01.2023,15,4500936
7811,Damenfahrrad,955,19.01.2023,7,19.01.2023,15,6100102
7812,Fahrrad,700,19.01.2023,1,20.01.2023,19,4300413
7813,Herrenfahrrad,1800,20.01.2023,17,20.01.2023,23,7200409
7814,Damenfahrrad,479,19.01.2023,16,20.01.2023,7,3400721
7815,Herrenfahrrad,400,19.01.2023,0,19.01.2023,7,9100304
7816,Damenfahrrad,3500,20.01.2023,16,20.01.2023,19,1401043
7817,Herrenfahrrad,860,19.01.2023,19,21.01.2023,12,4300413
7818,Herrenfahrrad,1169,20.01.2023,19,21.01.2023,14,7400720
7819,Herrenfahrrad,1000,20.01.2023,18,20.01.2023,21,2100101
7820,Damenfahrrad,720,14.01.2023,13,16.01.2023,8,4200206
7821,Herrenfahrrad,500,17.01.2023,19,18.01.2023,7,5100315
7822,Herrenfahrrad,550,21.01.2023,10,21.01.2023,17,3601346
7823,Herrenfahrrad,1300,20.01.2023,8,20.01.2023,15,7400822
7824,Herrenfahrrad,700,20.01.2023,21,21.01.2023,9,9100304
7825,Herrenfahrrad,1144,26.11.2022,20,27.11.2022,10,3601141
7826,Herrenfahrrad,450,11.01.2023,9,12.01.2023,19,2500835
7827,Herrenfahrrad,1800,20.01.2023,10,20.01.2023,10,2100104
7828,Herrenfahrrad,2048,20.01.2023,17,20.01.2023,18,3601245
7829,Herrenfahrrad,1744,20.01.2023,14,20.01.2023,19,1100310
7830,Damenfahrrad,710,21.01.2023,12,21.01.2023,13,9100101
7831,Herrenfahrrad,666,18.01.2023,7,19.01.2023,14,12400721
7832,Damenfahrrad,520,20.01.2023,23,21.01.2023,8,4300621
7833,Herrenfahrrad,1130,18.01.2023,19,19.01.2023,9,12400720
7834,Herrenfahrrad,430,20.01.2023,15,20.01.2023,16,2200210
7835,Lastenfahrrad,1000,21.01.2023,14,21.01.2023,14,3500935
7836,Damenfahrrad,100,19.01.2023,7,19.01.2023,14,3200206
7837,Herrenfahrrad,1800,21.01.2023,0,21.01.2023,8,4300414
7838,Herrenfahrrad,399,19.01.2023,7,19.01.2023,16,4300624
7839,Herrenfahrrad,1599,20.01.2023,13,20.01.2023,14,1300836
7840,Fahrrad,330,20.01.2023,4,20.01.2023,7,1200517
7841,Herrenfahrrad,528,18.01.2023,15,20.01.2023,7,6100101
7842,Damenfahrrad,1763,19.01.2023,19,20.01.2023,14,4400832
7843,Fahrrad,1000,19.01.2023,20,19.01.2023,23,2100101
7844,Damenfahrrad,2899,19.01.2023,13,20.01.2023,10,6100102
7845,Herrenfahrrad,1579,19.01.2023,18,20.01.2023,7,3601140
7846,Kinderfahrrad,664,20.01.2023,17,20.01.2023,21,2200212
7847,Damenfahrrad,1000,09.01.2023,14,09.01.2023,17,2300419
7848,Damenfahrrad,300,19.01.2023,13,19.01.2023,17,10100312
7849,diverse Fahrräder,1,08.12.2022,19,08.12.2022,19,2200212
7850,Herrenfahrrad,629,19.01.2023,17,19.01.2023,20,1100311
7851,Damenfahrrad,600,19.01.2023,19,20.01.2023,7,11501341
7852,Herrenfahrrad,5500,20.01.2023,7,20.01.2023,7,8100417
7853,Herrenfahrrad,529,19.01.2023,9,19.01.2023,23,9501736
7854,Herrenfahrrad,1599,20.01.2023,7,20.01.2023,14,8100418
7855,Damenfahrrad,190,20.01.2023,0,20.01.2023,7,6300633
7856,Kinderfahrrad,120,20.01.2023,9,20.01.2023,15,8100416
7857,Damenfahrrad,419,19.01.2023,17,20.01.2023,7,1400942
7858,Herrenfahrrad,2400,20.01.2023,6,20.01.2023,13,5300839
7859,Herrenfahrrad,500,29.11.2022,15,30.11.2022,15,11401033
7860,Herrenfahrrad,5175,20.01.2023,0,20.01.2023,4,2500834
7861,Herrenfahrrad,3120,19.01.2023,14,20.01.2023,8,9200818
7862,Mountainbike,2000,19.01.2023,19,19.01.2023,20,7100103
7863,Herrenfahrrad,550,15.01.2023,22,16.01.2023,10,8100102
7864,Herrenfahrrad,834,19.01.2023,19,20.01.2023,7,11501341
7865,Herrenfahrrad,370,19.01.2023,11,20.01.2023,15,10400835
7866,Damenfahrrad,950,20.01.2023,13,20.01.2023,15,2300418
7867,Fahrrad,643,20.01.2023,7,20.01.2023,14,6300526
7868,Herrenfahrrad,1668,20.01.2023,18,20.01.2023,20,8100101
7869,Herrenfahrrad,300,20.01.2023,8,20.01.2023,14,3500932
7870,Herrenfahrrad,600,19.01.2023,21,20.01.2023,8,3601139
7871,Herrenfahrrad,2200,19.01.2023,19,20.01.2023,9,1200623
7872,Damenfahrrad,100,20.01.2023,13,20.01.2023,13,3701660
7873,Herrenfahrrad,1200,19.01.2023,19,20.01.2023,9,3601245
7874,Herrenfahrrad,2200,20.01.2023,15,20.01.2023,16,2200213
7875,Fahrrad,780,19.01.2023,13,20.01.2023,8,2400520
7876,Herrenfahrrad,1878,19.01.2023,19,20.01.2023,1,4200311
7877,Herrenfahrrad,300,19.01.2023,7,19.01.2023,23,3601449
7878,Herrenfahrrad,4599,20.01.2023,9,20.01.2023,17,1100308
7879,Damenfahrrad,380,18.01.2023,18,19.01.2023,7,5100210
7880,Fahrrad,862,12.01.2023,3,13.01.2023,12,9501736
7881,Herrenfahrrad,9595,18.01.2023,8,18.01.2023,9,11300721
7882,Herrenfahrrad,694,17.01.2022,22,18.01.2022,6,9501838
7883,Herrenfahrrad,2050,18.01.2023,18,18.01.2023,18,9100101
7884,Damenfahrrad,890,17.01.2023,18,17.01.2023,19,2200211
7885,Herrenfahrrad,3150,18.01.2023,20,19.01.2023,4,2500836
7886,Damenfahrrad,768,18.01.2023,20,18.01.2023,23,8100208
7887,Herrenfahrrad,1940,17.01.2023,18,18.01.2023,8,2200209
7888,Herrenfahrrad,5134,18.01.2023,17,19.01.2023,7,4501149
7889,Herrenfahrrad,840,18.01.2023,18,19.01.2023,7,4300413
7890,Fahrrad,1050,18.01.2023,16,19.01.2023,8,1100312
7891,Rennrad,951,18.01.2023,18,19.01.2023,8,7100102
7892,Herrenfahrrad,600,14.01.2023,19,15.01.2023,18,12200515
7893,Herrenfahrrad,500,15.01.2023,20,16.01.2023,7,3500934
7894,Herrenfahrrad,130,16.01.2023,18,19.01.2023,16,8100314
7895,Herrenfahrrad,1550,19.01.2023,9,19.01.2023,13,2100105
7896,Fahrrad,375,14.01.2023,14,16.01.2023,9,2100104
7897,Damenfahrrad,1400,19.01.2023,7,19.01.2023,17,9200715
7898,Damenfahrrad,1900,19.01.2023,16,19.01.2023,18,2500729
7899,Damenfahrrad,1400,18.01.2023,11,18.01.2023,14,1401049
7900,Herrenfahrrad,1700,18.01.2023,17,19.01.2023,6,3400721
7901,Herrenfahrrad,410,17.01.2023,19,18.01.2023,9,2200213
7902,Fahrrad,859,18.01.2023,20,19.01.2023,7,6100101
7903,Herrenfahrrad,900,18.01.2023,15,19.01.2023,7,7100206
7904,Herrenfahrrad,1,19.01.2023,10,19.01.2023,11,2500835
7905,Herrenfahrrad,530,18.01.2023,7,19.01.2023,7,12400720
7906,Herrenfahrrad,527,24.11.2022,9,24.11.2022,17,3601245
7907,Herrenfahrrad,1,19.01.2023,0,19.01.2023,0,1100309
7908,Fahrrad,400,18.01.2023,22,18.01.2023,22,1100311
7909,Herrenfahrrad,799,17.01.2023,14,17.01.2023,14,9301025
7910,Fahrrad,740,18.01.2023,17,19.01.2023,9,2500835
7911,Rennrad,500,18.01.2023,21,19.01.2023,11,8100102
7912,Herrenfahrrad,1609,17.01.2023,9,17.01.2023,18,1100311
7913,Damenfahrrad,589,19.01.2023,8,19.01.2023,17,3400721
7914,Herrenfahrrad,1500,19.01.2023,16,19.01.2023,18,7100101
7915,Herrenfahrrad,700,18.01.2023,20,18.01.2023,23,8100312
7916,Herrenfahrrad,8120,18.01.2023,19,18.01.2023,20,2400624
7917,Damenfahrrad,2650,18.01.2023,21,18.01.2023,23,1100309
7918,Fahrrad,1002,18.01.2023,16,19.01.2023,6,3400721
7919,Kinderfahrrad,364,13.01.2023,15,15.01.2023,14,3701659
7920,Kinderfahrrad,350,19.01.2023,7,19.01.2023,8,3500934
7921,Kinderfahrrad,440,16.01.2023,17,16.01.2023,19,2300418
7922,Kinderfahrrad,240,14.01.2023,15,16.01.2023,16,4200308
7923,Herrenfahrrad,1000,18.01.2023,18,19.01.2023,8,2300419
7924,Fahrrad,1700,18.01.2023,16,18.01.2023,18,6300634
7925,Rennrad,1100,19.01.2023,13,19.01.2023,16,1401048
7926,Herrenfahrrad,799,18.01.2023,8,19.01.2023,16,7601544
7927,Herrenfahrrad,600,19.01.2023,14,19.01.2023,14,3601140
7928,Damenfahrrad,999,19.01.2023,18,19.01.2023,20,8100101
7929,Damenfahrrad,1624,17.01.2023,18,19.01.2023,17,4400835
7930,Herrenfahrrad,829,19.01.2023,20,19.01.2023,22,1100206
7931,Herrenfahrrad,1300,18.01.2023,20,18.01.2023,20,11401033
7932,Fahrrad,200,17.01.2023,17,19.01.2023,12,4400833
7933,Damenfahrrad,3500,18.01.2023,15,19.01.2023,6,3500935
7934,Damenfahrrad,682,18.01.2023,17,19.01.2023,16,3400830
7935,Fahrrad,880,18.01.2023,19,19.01.2023,8,1400939
7936,Herrenfahrrad,700,19.01.2023,18,19.01.2023,18,7200411
7937,Damenfahrrad,623,17.01.2023,18,18.01.2023,1,3601243
7938,Kinderfahrrad,749,16.01.2023,20,17.01.2023,15,2500834
7939,Kinderfahrrad,329,17.01.2023,17,18.01.2023,7,3500934
7940,Fahrrad,800,18.01.2023,10,18.01.2023,11,11200512
7941,Herrenfahrrad,1364,17.01.2023,8,18.01.2023,8,4300622
7942,Damenfahrrad,538,16.01.2023,17,17.01.2023,7,9100101
7943,Kinderfahrrad,429,18.01.2023,8,18.01.2023,16,7100101
7944,diverse Fahrräder,3464,14.01.2023,18,16.01.2023,9,7200413
7945,Herrenfahrrad,1200,16.01.2023,18,17.01.2023,10,4501151
7946,Herrenfahrrad,788,18.01.2023,8,18.01.2023,13,7601442
7947,Fahrrad,650,18.01.2023,9,18.01.2023,14,12500928
7948,Herrenfahrrad,599,05.02.2022,18,05.02.2022,20,3701659
7949,Herrenfahrrad,1098,18.01.2023,6,18.01.2023,19,2300418
7950,Herrenfahrrad,316,17.01.2023,16,18.01.2023,13,1100103
7951,Damenfahrrad,4200,17.01.2023,13,18.01.2023,9,4501146
7952,Herrenfahrrad,480,17.01.2023,15,17.01.2023,17,1100102
7953,Fahrrad,3500,17.01.2023,20,18.01.2023,12,8100103
7954,diverse Fahrräder,1134,18.01.2023,7,18.01.2023,13,12500927
7955,Damenfahrrad,320,30.12.2022,9,30.12.2022,16,4501148
7956,Herrenfahrrad,818,17.01.2023,0,17.01.2023,0,8100314
7957,Fahrrad,600,18.01.2023,15,18.01.2023,15,2300417
7958,Damenfahrrad,500,16.01.2023,16,16.01.2023,19,1401043
7959,Herrenfahrrad,594,16.01.2023,19,16.01.2023,19,6400841
7960,Mountainbike,1600,18.01.2023,12,18.01.2023,12,1300733
7961,Damenfahrrad,2000,16.01.2023,20,16.01.2023,22,4300623
7962,Herrenfahrrad,1949,18.01.2023,7,18.01.2023,16,2500836
7963,Fahrrad,399,16.01.2023,22,17.01.2023,7,8100102
7964,Herrenfahrrad,1165,12.01.2023,7,12.01.2023,18,4501045
7965,Damenfahrrad,899,18.01.2023,10,18.01.2023,12,7601238
7966,Damenfahrrad,1100,09.01.2023,20,09.01.2023,22,8100208
7967,Herrenfahrrad,700,17.01.2023,8,17.01.2023,21,9300921
7968,Fahrrad,1016,17.01.2023,20,18.01.2023,17,2300419
7969,Fahrrad,6388,17.01.2023,18,18.01.2023,14,2500728
7970,Mountainbike,700,17.01.2023,8,17.01.2023,10,10300733
7971,Herrenfahrrad,400,13.01.2023,16,14.01.2023,5,11300725
7972,Damenfahrrad,1870,14.01.2023,13,16.01.2023,7,3200207
7973,Herrenfahrrad,750,14.01.2023,10,15.01.2023,12,4300412
7974,Damenfahrrad,559,17.01.2023,9,17.01.2023,14,6300633
7975,Fahrrad,602,15.01.2023,15,15.01.2023,19,11300619
7976,Herrenfahrrad,2000,17.01.2023,12,17.01.2023,16,1100312
7977,Herrenfahrrad,2000,17.01.2023,21,18.01.2023,16,1401047
7978,Damenfahrrad,639,17.01.2023,16,18.01.2023,0,3400721
7979,Fahrrad,1200,17.01.2023,19,17.01.2023,21,4501045
7980,Herrenfahrrad,2498,16.01.2023,19,16.01.2023,19,2400625
7981,Herrenfahrrad,1050,18.01.2023,8,18.01.2023,15,1100312
7982,Herrenfahrrad,2377,15.01.2023,10,15.01.2023,23,3400826
7983,Damenfahrrad,721,05.11.2022,14,06.11.2022,12,2200209
7984,Herrenfahrrad,1306,17.01.2023,19,18.01.2023,8,4501146
7985,Herrenfahrrad,999,17.01.2023,17,17.01.2023,18,1400942
7986,Herrenfahrrad,999,18.01.2023,15,18.01.2023,15,8100314
7987,Fahrrad,800,17.01.2023,16,17.01.2023,17,4300623
7988,Fahrrad,2399,17.01.2023,15,18.01.2023,7,8100310
7989,Damenfahrrad,386,17.01.2023,20,18.01.2023,12,8100102
7990,Fahrrad,1390,15.01.2023,17,16.01.2023,20,12601134
7991,Damenfahrrad,499,17.01.2023,18,18.01.2023,8,2200212
7992,Fahrrad,2600,18.01.2023,17,18.01.2023,17,2100105
7993,Herrenfahrrad,521,18.01.2023,6,18.01.2023,18,12200412
7994,Herrenfahrrad,825,18.01.2023,14,18.01.2023,15,6300526
7995,Herrenfahrrad,316,17.01.2023,16,18.01.2023,13,1100103
7996,Herrenfahrrad,480,14.01.2023,18,16.01.2023,16,10300733
7997,Fahrrad,550,09.10.2022,20,10.10.2022,10,1400940
7998,Herrenfahrrad,510,17.01.2023,13,17.01.2023,15,1100206
7999,Herrenfahrrad,899,13.01.2023,14,15.01.2023,18,7100206
8000,Herrenfahrrad,730,12.01.2023,12,13.01.2023,9,2300315
8001,Herrenfahrrad,496,17.01.2023,13,17.01.2023,17,1100310
8002,Damenfahrrad,297,18.01.2023,9,18.01.2023,14,4400834
8003,Fahrrad,260,14.09.2022,7,14.09.2022,15,10300733
8004,Damenfahrrad,296,17.01.2023,7,17.01.2023,14,1300836
8005,Fahrrad,2185,16.01.2023,23,17.01.2023,19,3601142
8006,Herrenfahrrad,600,17.01.2023,8,17.01.2023,19,8100416
8007,Herrenfahrrad,409,18.01.2023,17,18.01.2023,19,3601142
8008,Fahrrad,892,18.01.2023,16,18.01.2023,18,11200512
8009,Herrenfahrrad,2767,16.01.2023,16,17.01.2023,4,10200526
8010,Fahrrad,428,14.01.2023,15,15.01.2023,17,11501341
8011,diverse Fahrräder,4000,15.01.2023,16,15.01.2023,21,2500729
8012,Herrenfahrrad,649,14.01.2023,18,16.01.2023,7,9501838
8013,Herrenfahrrad,1500,15.01.2023,21,17.01.2023,10,7100103
8014,Herrenfahrrad,2370,16.01.2023,18,17.01.2023,9,2200209
8015,Fahrrad,200,01.12.2022,0,01.12.2022,23,7100102
8016,Herrenfahrrad,450,16.01.2023,13,16.01.2023,13,4501150
8017,Kinderfahrrad,450,15.01.2023,15,16.01.2023,18,11400927
8018,Herrenfahrrad,3000,16.01.2023,22,17.01.2023,8,3500934
8019,Fahrrad,230,10.01.2023,16,11.01.2023,7,7100102
8020,Rennrad,1899,17.01.2023,14,17.01.2023,16,5100101
8021,Kinderfahrrad,378,08.06.2022,7,08.06.2022,13,7100102
8022,Herrenfahrrad,250,17.01.2023,3,17.01.2023,3,3400723
8023,diverse Fahrräder,1000,16.01.2023,19,16.01.2023,21,2300314
8024,Herrenfahrrad,633,12.01.2023,17,13.01.2023,10,9501736
8025,Herrenfahrrad,200,07.01.2023,16,08.01.2023,10,7400720
8026,Damenfahrrad,599,26.12.2022,20,27.12.2022,7,9300920
8027,Fahrrad,1440,16.01.2023,16,16.01.2023,19,3701554
8028,Fahrrad,3969,17.01.2023,2,17.01.2023,8,8100419
8029,Mountainbike,2612,17.01.2023,19,17.01.2023,20,1100311
8030,Fahrrad,500,16.01.2023,18,16.01.2023,18,8401244
8031,Herrenfahrrad,2500,13.01.2023,8,13.01.2023,13,4400727
8032,Damenfahrrad,250,17.12.2022,16,17.12.2022,17,10100206
8033,Herrenfahrrad,1314,14.01.2023,2,14.01.2023,13,8100312
8034,Mountainbike,2800,06.01.2023,20,07.01.2023,8,2200212
8035,Damenfahrrad,1500,13.01.2023,18,16.01.2023,17,2200209
8036,Herrenfahrrad,664,15.01.2023,18,16.01.2023,7,4200308
8037,Herrenfahrrad,1528,13.01.2023,15,16.01.2023,12,2200211
8038,Herrenfahrrad,200,16.01.2023,14,16.01.2023,15,3400828
8039,Herrenfahrrad,495,15.01.2023,15,15.01.2023,16,1300835
8040,Damenfahrrad,1350,15.01.2023,20,16.01.2023,11,8100102
8041,Herrenfahrrad,859,14.01.2023,15,16.01.2023,8,2200210
8042,Damenfahrrad,1554,15.01.2023,20,16.01.2023,6,9200716
8043,Fahrrad,907,14.01.2023,18,15.01.2023,22,3601243
8044,Damenfahrrad,1300,15.01.2023,20,16.01.2023,6,9200716
8045,diverse Fahrräder,600,13.01.2023,13,15.01.2023,12,5100316
8046,Herrenfahrrad,1599,15.01.2023,20,15.01.2023,23,2200213
8047,Damenfahrrad,1113,15.01.2023,1,16.01.2023,7,12400721
8048,Rennrad,1009,16.01.2023,7,16.01.2023,9,3601245
8049,Fahrrad,550,16.01.2023,12,16.01.2023,17,9100101
8050,Mountainbike,500,16.01.2023,9,16.01.2023,13,10100206
8051,Kinderfahrrad,349,14.01.2023,12,14.01.2023,17,6100209
8052,Herrenfahrrad,999,30.11.2022,16,01.12.2022,11,6300528
8053,Fahrrad,1265,16.01.2023,13,16.01.2023,14,11200514
8054,Herrenfahrrad,1130,16.01.2023,7,16.01.2023,15,12400720
8055,Herrenfahrrad,650,16.01.2023,19,16.01.2023,19,1400942
8056,Herrenfahrrad,753,16.01.2023,7,16.01.2023,16,2200211
8057,Herrenfahrrad,820,13.01.2023,18,16.01.2023,9,9100101
8058,Herrenfahrrad,500,15.01.2023,20,16.01.2023,8,7100204
8059,Damenfahrrad,484,16.01.2023,7,16.01.2023,17,6400839
8060,Mountainbike,7515,14.01.2023,0,15.01.2023,6,7501134
8061,Herrenfahrrad,1000,16.01.2023,14,16.01.2023,16,12601032
8062,Mountainbike,270,16.01.2023,18,16.01.2023,18,8100209
8063,Fahrrad,575,16.01.2023,5,16.01.2023,6,7200409
8064,Herrenfahrrad,2198,13.01.2023,16,16.01.2023,7,9100304
8065,Damenfahrrad,628,14.01.2023,9,16.01.2023,20,3400830
8066,Herrenfahrrad,1500,15.01.2023,20,16.01.2023,9,9501736
8067,diverse Fahrräder,8898,15.01.2023,19,16.01.2023,6,9200819
8068,Herrenfahrrad,586,16.01.2023,9,16.01.2023,9,11501341
8069,Herrenfahrrad,575,15.01.2023,20,16.01.2023,5,7200409
8070,Kinderfahrrad,348,13.01.2023,16,16.01.2023,7,6100209
8071,Mountainbike,400,14.01.2023,15,15.01.2023,14,5100102
8072,Herrenfahrrad,498,05.01.2023,2,05.01.2023,6,8100102
8073,diverse Fahrräder,1184,16.01.2023,7,16.01.2023,10,3701556
8074,Herrenfahrrad,450,17.12.2022,13,17.12.2022,18,4400725
8075,Herrenfahrrad,650,01.11.2022,16,02.11.2022,17,11300724
8076,Rennrad,650,16.01.2023,7,16.01.2023,15,9100101
8077,Herrenfahrrad,1287,14.01.2023,19,16.01.2023,13,3601141
8078,Damenfahrrad,865,14.01.2023,15,16.01.2023,8,2200210
8079,Damenfahrrad,1000,15.01.2023,16,16.01.2023,13,2200211
8080,Herrenfahrrad,5259,16.01.2023,14,16.01.2023,17,1100206
8081,Herrenfahrrad,680,16.01.2023,8,16.01.2023,15,9501736
8082,Herrenfahrrad,1100,16.01.2023,7,16.01.2023,7,11401034
8083,Damenfahrrad,900,15.01.2023,10,15.01.2023,16,2200212
8084,Kinderfahrrad,582,16.01.2023,7,16.01.2023,13,2300419
8085,Herrenfahrrad,600,31.12.2022,7,31.12.2022,20,6400735
8086,Herrenfahrrad,1499,16.01.2023,8,16.01.2023,22,10300733
8087,Damenfahrrad,250,16.01.2023,17,16.01.2023,17,8100105
8088,Damenfahrrad,1249,15.01.2023,22,16.01.2023,8,2200209
8089,Herrenfahrrad,1590,16.01.2023,11,16.01.2023,14,2300316
8090,Damenfahrrad,700,16.12.2022,13,16.12.2022,13,7200412
8091,Kinderfahrrad,650,13.01.2023,17,16.01.2023,7,2300419
8092,Mountainbike,800,14.01.2023,12,16.01.2023,10,10200420
8093,Herrenfahrrad,8,13.01.2023,18,13.01.2023,20,2200211
8094,Damenfahrrad,160,13.01.2023,9,13.01.2023,13,1300731
8095,Mountainbike,350,16.01.2023,9,16.01.2023,15,4200308
8096,Herrenfahrrad,1800,16.01.2023,15,16.01.2023,15,4300622
8097,Herrenfahrrad,2965,14.01.2023,17,15.01.2023,5,11400931
8098,Damenfahrrad,760,17.11.2022,8,17.11.2022,18,3500934
8099,Mountainbike,200,14.01.2023,20,15.01.2023,8,7501134
8100,Herrenfahrrad,1300,14.01.2023,15,14.01.2023,18,7100206
8101,Herrenfahrrad,150,13.01.2023,7,13.01.2023,14,6200420
8102,Damenfahrrad,240,13.01.2023,20,14.01.2023,7,4400830
8103,Herrenfahrrad,3500,13.01.2023,13,13.01.2023,19,7300618
8104,Herrenfahrrad,1599,13.01.2023,15,13.01.2023,15,1300836
8105,Fahrrad,650,14.01.2023,21,15.01.2023,11,2400623
8106,Herrenfahrrad,400,03.01.2023,12,05.01.2023,9,7100204
8107,Herrenfahrrad,300,13.01.2023,18,15.01.2023,9,8100418
8108,Herrenfahrrad,1200,14.01.2023,17,14.01.2023,23,4300413
8109,Damenfahrrad,1300,13.01.2023,20,13.01.2023,21,1400942
8110,Herrenfahrrad,999,12.01.2023,16,15.01.2023,12,10100206
8111,Herrenfahrrad,1000,13.01.2023,19,13.01.2023,20,3100103
8112,Fahrrad,650,15.01.2023,7,15.01.2023,18,11300722
8113,Herrenfahrrad,380,07.12.2022,16,07.12.2022,20,3400721
8114,Herrenfahrrad,1365,13.01.2023,22,14.01.2023,6,4501041
8115,Damenfahrrad,600,11.01.2023,19,13.01.2023,8,8100312
8116,Damenfahrrad,549,14.01.2023,10,14.01.2023,19,2300418
8117,Herrenfahrrad,989,14.01.2023,17,15.01.2023,11,2300418
8118,Herrenfahrrad,1577,14.01.2023,11,14.01.2023,18,11300722
8119,Herrenfahrrad,1704,15.01.2023,19,15.01.2023,19,2400624
8120,Herrenfahrrad,1680,13.01.2023,19,15.01.2023,12,8100101
8121,Kinderfahrrad,300,13.01.2023,22,15.01.2023,20,4300623
8122,Kinderfahrrad,300,13.01.2023,18,15.01.2023,9,8100418
8123,Herrenfahrrad,850,13.01.2023,18,13.01.2023,19,1100311
8124,Damenfahrrad,1380,13.01.2023,18,13.01.2023,19,6400838
8125,Damenfahrrad,1039,10.01.2023,19,12.01.2023,8,1200522
8126,Herrenfahrrad,1000,14.01.2023,13,15.01.2023,9,12400721
8127,Herrenfahrrad,2698,09.01.2023,18,11.01.2023,8,3601348
8128,Herrenfahrrad,1400,14.01.2023,22,15.01.2023,0,10300733
8129,Herrenfahrrad,1700,07.01.2023,13,07.01.2023,14,1401043
8130,Herrenfahrrad,699,15.01.2023,11,15.01.2023,13,2300417
8131,Damenfahrrad,1499,14.01.2023,9,14.01.2023,15,2200213
8132,Herrenfahrrad,607,11.01.2023,18,12.01.2023,7,1401048
8133,Herrenfahrrad,630,14.01.2023,17,14.01.2023,23,1100102
8134,Damenfahrrad,350,17.11.2022,7,17.11.2022,7,8200623
8135,Herrenfahrrad,800,15.01.2023,2,15.01.2023,2,1300836
8136,Herrenfahrrad,850,12.01.2023,21,13.01.2023,15,2300418
8137,Herrenfahrrad,899,14.01.2023,19,15.01.2023,0,7100102
8138,Herrenfahrrad,1358,13.01.2023,8,13.01.2023,13,11300826
8139,Herrenfahrrad,3100,14.01.2023,15,15.01.2023,10,7100206
8140,Damenfahrrad,140,11.11.2022,16,11.11.2022,20,8100208
8141,Herrenfahrrad,913,12.01.2023,15,14.01.2023,11,8100208
8142,Fahrrad,774,15.01.2023,14,15.01.2023,17,10400836
8143,Herrenfahrrad,1500,13.01.2023,16,13.01.2023,23,9501736
8144,Herrenfahrrad,687,14.01.2023,21,15.01.2023,12,4300622
8145,diverse Fahrräder,4852,14.01.2023,22,15.01.2023,19,4501041
8146,Herrenfahrrad,1073,15.01.2023,13,15.01.2023,18,4300623
8147,Fahrrad,3500,14.01.2023,21,14.01.2023,23,3500932
8148,Herrenfahrrad,200,13.01.2023,10,13.01.2023,19,2200210
8149,Herrenfahrrad,2359,14.01.2023,15,14.01.2023,17,8100208
8150,Herrenfahrrad,200,13.01.2023,18,15.01.2023,9,8100418
8151,Kinderfahrrad,1185,10.01.2023,17,11.01.2023,15,3701660
8152,Damenfahrrad,849,13.01.2023,20,14.01.2023,11,3601142
8153,Damenfahrrad,383,12.01.2023,20,12.01.2023,22,8100101
8154,Herrenfahrrad,850,13.01.2023,15,13.01.2023,16,1300733
8155,Herrenfahrrad,600,11.01.2023,7,11.01.2023,19,6300527
8156,Herrenfahrrad,400,11.01.2023,19,12.01.2023,9,2200207
8157,Herrenfahrrad,1024,11.01.2023,17,13.01.2023,8,3601140
8158,Mountainbike,165,14.01.2023,12,14.01.2023,14,1300730
8159,Herrenfahrrad,644,13.01.2023,7,13.01.2023,22,6400839
8160,Kinderfahrrad,249,09.01.2023,16,10.01.2023,7,3400725
8161,Damenfahrrad,1300,13.01.2023,21,14.01.2023,9,3400826
8162,Herrenfahrrad,1944,11.01.2023,0,13.01.2023,11,5100102
8163,Herrenfahrrad,600,13.01.2023,17,14.01.2023,9,3400830
8164,Fahrrad,300,02.01.2023,15,03.01.2023,13,8100208
8165,Damenfahrrad,562,12.01.2023,21,13.01.2023,16,6400841
8166,Herrenfahrrad,1183,13.01.2023,10,14.01.2023,14,11501340
8167,Damenfahrrad,0,14.01.2023,1,14.01.2023,1,4300414
8168,Damenfahrrad,350,11.01.2022,7,11.01.2022,12,6300634
8169,Damenfahrrad,3970,13.01.2023,18,14.01.2023,8,2200213
8170,Herrenfahrrad,1420,13.01.2023,9,14.01.2023,14,3601142
8171,Damenfahrrad,650,26.11.2022,9,29.11.2022,9,3601245
8172,Damenfahrrad,1100,13.01.2023,23,14.01.2023,5,3400827
